 trial_no )----------variables-----------sum of variables--------objective value------------------
 1 )  0.000532 + 0.214634 + 0.380797 + 0.404038 +  = 1.000000, objective value => 0.008475 
 2 )  0.315807 + 0.150909 + 0.357833 + 0.175451 +  = 1.000000, objective value => 0.005780 
 3 )  0.214146 + 0.133694 + 0.303038 + 0.349121 +  = 1.000000, objective value => 0.005848 
 4 )  0.408255 + 0.048462 + 0.378951 + 0.164332 +  = 1.000000, objective value => 0.005780 
 5 )  0.156627 + 0.066109 + 0.353726 + 0.423538 +  = 1.000000, objective value => 0.005848 
 6 )  0.342066 + 0.278872 + 0.073171 + 0.305892 +  = 1.000000, objective value => 0.005780 
 7 )  0.089192 + 0.377720 + 0.234117 + 0.298971 +  = 1.000000, objective value => 0.009434 
 8 )  0.197401 + 0.269807 + 0.252870 + 0.279922 +  = 1.000000, objective value => 0.006211 
 9 )  0.353244 + 0.010370 + 0.393920 + 0.242467 +  = 1.000000, objective value => 0.005495 
 10 )  0.271430 + 0.408431 + 0.289951 + 0.030188 +  = 1.000000, objective value => 0.005780 
 11 )  0.231213 + 0.171815 + 0.392550 + 0.204422 +  = 1.000000, objective value => 0.005780 
 12 )  0.163311 + 0.291255 + 0.185300 + 0.360134 +  = 1.000000, objective value => 0.006623 
 13 )  0.172310 + 0.281026 + 0.210560 + 0.336103 +  = 1.000000, objective value => 0.006211 
 14 )  0.112717 + 0.405776 + 0.101245 + 0.380262 +  = 1.000000, objective value => 0.007634 
 15 )  0.001918 + 0.357853 + 0.236071 + 0.404157 +  = 1.000000, objective value => 0.007692 
 16 )  0.406498 + 0.306198 + 0.188100 + 0.099205 +  = 1.000000, objective value => 0.006061 
 17 )  0.024259 + 0.114330 + 0.410124 + 0.451287 +  = 1.000000, objective value => 0.010000 
 18 )  0.125654 + 0.427175 + 0.048864 + 0.398307 +  = 1.000000, objective value => 0.007634 
 19 )  0.005817 + 0.175780 + 0.288885 + 0.529519 +  = 1.000000, objective value => 0.008197 
 20 )  0.111741 + 0.173885 + 0.296862 + 0.417511 +  = 1.000000, objective value => 0.005882 
 21 )  0.223711 + 0.239772 + 0.150776 + 0.385740 +  = 1.000000, objective value => 0.005747 
 22 )  0.250889 + 0.086420 + 0.481769 + 0.180922 +  = 1.000000, objective value => 0.005780 
